,130,130-1,14,179,191,198,203-1,209,210,218,228,235,243,285,289,289-1,290,290-1,290-4,290-5,292,293,295,295-3,309,328,333-1,339,341,342,343,346,349,350,352,354,356,357,359,361,361-1,361-2,361-4,363,364,365,366,367,368,369,369-1,370,371,375,389,391,406,411,424,426,430,431,435
339,9,4,0,0,0,0,2,0,0,15,0,0,0,4,0,0,0,0,0,0,0,5,9,4,3,2,2,175,11,22,0,2,0,0,0,0,0,0,0,4,7,5,5,0,0,0,0,0,18,9,0,15,0,0,0,0,0,5,0,0,0,0,0
341,10,0,5,0,0,0,0,0,0,9,0,0,0,6,6,0,0,0,0,0,0,6,9,4,0,0,0,11,116,19,0,0,0,3,3,3,0,0,0,7,6,0,7,0,0,0,0,5,8,0,0,3,0,0,0,0,0,4,0,0,0,0,0
342,150,3,3,2,3,0,16,9,0,14,4,0,14,9,6,7,0,14,4,0,0,41,11,6,5,20,0,22,19,3788,0,0,2,4,5,4,14,9,3,63,68,29,72,14,80,2,15,64,124,86,22,19,2,0,3,10,0,30,0,0,0,0,2
343,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,0,0,2,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,14,0,0,2,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,5,0,0,2,4,25,3,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,2,8,0,0,0
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,13,0,2,2,0,0,0,0,0,0,0,0,3,0,16,0,2,5,3,5,0,6,16,2,12,0,4,0,0,14,0,0,0,0,2,0,147,5,0,8,32,9,13,0,0,0,2,3,7,0,3,2,0,2,0,0,8,2,0,5,2,0,0
357,47,0,12,0,4,0,0,0,0,0,0,0,3,23,15,0,0,0,7,9,0,7,9,6,3,0,3,0,0,9,0,0,0,0,0,0,5,99,3,52,72,5,22,0,3,0,2,9,11,7,16,0,0,0,0,0,0,3,3,2,0,0,0
